0,2,398,396,400.0,400.0,40.0,0.000,1
1,2,221,219,220.0,220.0,40.0,1.000,1
2,2,214,499,220.0,490.0,40.0,1.768,1
3,2,218,489,220.0,490.0,40.0,2.585,1
5,2,312,488,310.0,490.0,40.0,3.750,1
6,2,223,489,220.0,490.0,40.0,4.536,1
7,2,492,490,490.0,490.0,40.0,5.285,1
8,2,313,212,310.0,220.0,40.0,6.084,1
9,2,393,495,400.0,490.0,40.0,6.918,1
10,2,216,223,220.0,220.0,40.0,7.767,1
11,2,410,309,400.0,310.0,40.0,8.617,1
12,2,496,403,490.0,400.0,40.0,9.436,1
13,2,501,317,490.0,310.0,40.0,10.150,1
14,2,219,486,220.0,490.0,40.0,10.966,1
15,2,417,476,400.0,490.0,40.0,11.616,1
16,2,485,402,490.0,400.0,40.0,12.501,1
17,2,404,490,400.0,490.0,40.0,13.117,1
18,2,227,308,220.0,310.0,40.0,13.967,1
19,2,229,308,220.0,310.0,40.0,14.649,1
20,2,319,401,310.0,400.0,40.0,15.466,1
21,2,313,485,310.0,490.0,40.0,16.100,1
22,2,404,320,400.0,310.0,40.0,16.784,1
23,2,230,488,220.0,490.0,40.0,17.534,1
24,2,495,397,490.0,400.0,40.0,18.252,1
25,2,387,222,400.0,220.0,40.0,18.950,1
26,2,220,489,220.0,490.0,40.0,19.884,1
27,2,315,223,310.0,220.0,40.0,20.516,1
28,2,395,311,400.0,310.0,40.0,21.184,1
29,2,413,226,400.0,220.0,40.0,21.817,1
30,2,477,221,490.0,220.0,40.0,22.534,1
32,2,399,494,400.0,490.0,40.0,24.269,1
33,2,214,317,220.0,310.0,40.0,25.017,1
34,2,318,487,310.0,490.0,40.0,25.818,1
35,2,501,406,490.0,400.0,40.0,26.536,1
36,2,215,396,220.0,400.0,40.0,27.217,1
37,2,495,225,490.0,220.0,40.0,28.034,1
38,2,319,401,310.0,400.0,40.0,28.866,1
39,2,226,310,220.0,310.0,40.0,29.568,1
40,2,326,506,310.0,490.0,40.0,30.334,1
41,2,412,229,400.0,220.0,40.0,31.219,1
42,2,214,217,220.0,220.0,40.0,31.885,1
43,2,315,479,310.0,490.0,40.0,32.652,1
44,2,399,406,400.0,400.0,40.0,33.418,1
46,2,478,398,490.0,400.0,40.0,34.801,1
47,2,394,218,400.0,220.0,40.0,35.585,1
48,2,315,495,310.0,490.0,40.0,36.385,1
49,2,407,308,400.0,310.0,40.0,37.136,1
50,2,394,315,400.0,310.0,40.0,37.884,1
51,2,222,398,220.0,400.0,40.0,38.584,1
52,2,228,485,220.0,490.0,40.0,39.334,1
53,2,400,209,400.0,220.0,40.0,40.150,1
54,2,502,214,490.0,220.0,40.0,40.918,1
55,2,234,398,220.0,400.0,40.0,41.684,1
56,2,471,400,490.0,400.0,40.0,42.435,1
57,2,309,316,310.0,310.0,40.0,43.200,1
58,2,496,303,490.0,310.0,40.0,43.936,1
59,2,394,308,400.0,310.0,40.0,44.536,1
60,2,504,402,490.0,400.0,40.0,45.184,1
61,2,224,308,220.0,310.0,40.0,46.117,1
62,2,480,227,490.0,220.0,40.0,46.968,1
63,2,493,316,490.0,310.0,40.0,47.600,1
64,2,493,314,490.0,310.0,40.0,48.086,1
65,2,300,310,310.0,310.0,40.0,48.817,1
66,2,221,398,220.0,400.0,40.0,49.451,1
67,2,325,398,310.0,400.0,40.0,50.069,1
69,2,504,230,490.0,220.0,40.0,51.452,1
70,2,214,506,220.0,490.0,40.0,52.486,1
71,2,491,311,490.0,310.0,40.0,53.303,1
73,2,496,307,490.0,310.0,40.0,54.884,1
74,2,481,312,490.0,310.0,40.0,55.750,1
75,2,498,492,490.0,490.0,40.0,56.502,1
76,2,233,220,220.0,220.0,40.0,57.402,1
77,2,316,219,310.0,220.0,40.0,58.168,1
78,2,220,485,220.0,490.0,40.0,59.167,1
79,2,486,310,490.0,310.0,40.0,59.918,1
80,2,496,210,490.0,220.0,40.0,60.552,1
81,2,303,308,310.0,310.0,40.0,61.284,1
82,2,323,306,310.0,310.0,40.0,61.869,1
83,2,224,223,220.0,220.0,40.0,62.584,1
84,2,414,498,400.0,490.0,40.0,63.352,1
85,2,405,226,400.0,220.0,40.0,64.134,1
86,2,407,402,400.0,400.0,40.0,64.934,1
87,2,225,493,220.0,490.0,40.0,65.702,1
88,2,309,490,310.0,490.0,40.0,66.469,1
89,2,296,217,310.0,220.0,40.0,67.219,1
90,2,214,499,220.0,490.0,40.0,67.984,1
91,2,492,488,490.0,490.0,40.0,68.650,1
92,2,306,228,310.0,220.0,40.0,69.434,1
93,2,204,309,220.0,310.0,40.0,70.051,1
94,2,487,312,490.0,310.0,40.0,70.819,1
96,2,316,219,310.0,220.0,40.0,72.418,1
97,2,231,303,220.0,310.0,40.0,73.018,1
98,2,495,502,490.0,490.0,40.0,73.734,1
99,2,490,403,490.0,400.0,40.0,74.368,1
100,2,404,313,400.0,310.0,40.0,74.985,1
101,2,489,397,490.0,400.0,40.0,75.719,1
102,2,315,222,310.0,220.0,40.0,76.402,1
103,2,505,214,490.0,220.0,40.0,77.252,1
104,2,316,488,310.0,490.0,40.0,78.051,1
105,2,492,490,490.0,490.0,40.0,78.868,1
106,2,403,404,400.0,400.0,40.0,79.536,1
107,2,396,402,400.0,400.0,40.0,80.069,1
108,2,322,309,310.0,310.0,40.0,80.735,1
109,2,411,305,400.0,310.0,40.0,81.418,1
110,2,203,209,220.0,220.0,40.0,82.134,1
111,2,395,315,400.0,310.0,40.0,83.018,1
112,2,407,229,400.0,220.0,40.0,83.619,1
113,2,402,495,400.0,490.0,40.0,84.452,1
114,2,396,218,400.0,220.0,40.0,85.352,1
115,2,313,493,310.0,490.0,40.0,86.152,1
116,2,223,219,220.0,220.0,40.0,87.085,1
117,2,486,399,490.0,400.0,40.0,87.934,1
118,2,232,310,220.0,310.0,40.0,88.818,1
119,2,232,314,220.0,310.0,40.0,89.518,1
120,2,492,404,490.0,400.0,40.0,90.367,1
121,2,487,219,490.0,220.0,40.0,91.000,1
122,2,407,502,400.0,490.0,40.0,91.718,1
123,2,321,490,310.0,490.0,40.0,92.386,1
124,2,229,214,220.0,220.0,40.0,93.202,1
125,2,409,223,400.0,220.0,40.0,93.968,1
126,2,218,404,220.0,400.0,40.0,94.767,1
128,2,484,293,490.0,310.0,40.0,96.350,1
129,2,394,415,400.0,400.0,40.0,97.102,1
130,2,399,402,400.0,400.0,40.0,97.552,1
131,2,407,487,400.0,490.0,40.0,98.418,1
132,2,218,308,220.0,310.0,40.0,99.350,1
133,2,393,486,400.0,490.0,40.0,100.135,1
134,2,305,499,310.0,490.0,40.0,100.818,1
135,2,494,301,490.0,310.0,40.0,101.719,1
136,2,498,488,490.0,490.0,40.0,102.452,1
137,2,303,216,310.0,220.0,40.0,103.386,1
138,2,399,300,400.0,310.0,40.0,104.167,1
139,2,402,308,400.0,310.0,40.0,104.701,1
140,2,399,227,400.0,220.0,40.0,105.418,1
141,2,487,492,490.0,490.0,40.0,106.285,1
142,2,302,495,310.0,490.0,40.0,107.135,1
143,2,408,401,400.0,400.0,40.0,107.770,1
144,2,407,397,400.0,400.0,40.0,108.252,1
145,2,407,400,400.0,400.0,40.0,108.735,1
146,2,494,303,490.0,310.0,40.0,109.418,1
147,2,404,302,400.0,310.0,40.0,110.050,1
148,2,310,309,310.0,310.0,40.0,110.702,1
149,2,500,309,490.0,310.0,40.0,111.370,1
150,2,231,394,220.0,400.0,40.0,112.302,1
151,2,403,212,400.0,220.0,40.0,113.167,1
152,2,493,496,490.0,490.0,40.0,114.068,1
153,2,493,211,490.0,220.0,40.0,114.918,1
154,2,403,222,400.0,220.0,40.0,115.801,1
155,2,217,310,220.0,310.0,40.0,116.568,1
156,2,404,497,400.0,490.0,40.0,117.484,1
157,2,494,493,490.0,490.0,40.0,118.185,1
158,2,321,310,310.0,310.0,40.0,118.918,1
159,2,322,403,310.0,400.0,40.0,119.535,1
160,2,309,229,310.0,220.0,40.0,120.268,1
161,2,318,505,310.0,490.0,40.0,121.085,1
162,2,503,317,490.0,310.0,40.0,121.851,1
163,2,302,207,310.0,220.0,40.0,122.651,1
164,2,490,398,490.0,400.0,40.0,123.468,1
165,2,223,215,220.0,220.0,40.0,124.537,1
166,2,479,301,490.0,310.0,40.0,125.368,1
167,2,223,226,220.0,220.0,40.0,126.220,1
168,2,217,482,220.0,490.0,40.0,127.084,1
169,2,321,404,310.0,400.0,40.0,127.767,1
170,2,222,224,220.0,220.0,40.0,128.602,1
171,2,304,220,310.0,220.0,40.0,129.218,1
172,2,312,218,310.0,220.0,40.0,129.801,1
173,2,415,314,400.0,310.0,40.0,130.551,1
174,2,207,214,220.0,220.0,40.0,131.284,1
175,2,405,224,400.0,220.0,40.0,132.084,1
176,2,398,224,400.0,220.0,40.0,132.552,1
177,2,492,490,490.0,490.0,40.0,133.435,1
178,2,315,401,310.0,400.0,40.0,134.218,1
179,2,316,490,310.0,490.0,40.0,134.920,1
180,2,221,231,220.0,220.0,40.0,135.618,1
181,2,492,483,490.0,490.0,40.0,136.568,1
182,2,218,489,220.0,490.0,40.0,137.520,1
183,2,326,405,310.0,400.0,40.0,138.238,1
184,2,493,306,490.0,310.0,40.0,139.120,1
185,2,494,404,490.0,400.0,40.0,139.903,1
186,2,310,495,310.0,490.0,40.0,140.668,1
187,2,395,310,400.0,310.0,40.0,141.335,1
188,2,218,312,220.0,310.0,40.0,141.935,1
189,2,488,224,490.0,220.0,40.0,142.751,1
191,2,217,225,220.0,220.0,40.0,144.351,1
192,2,503,312,490.0,310.0,40.0,145.151,1
193,2,410,218,400.0,220.0,40.0,145.804,1
194,2,215,411,220.0,400.0,40.0,146.470,1
195,2,321,221,310.0,220.0,40.0,147.220,1
196,2,407,486,400.0,490.0,40.0,148.003,1
197,2,313,311,310.0,310.0,40.0,148.668,1
198,2,223,315,220.0,310.0,40.0,149.404,1
200,2,221,407,220.0,400.0,40.0,151.037,1
201,2,318,404,310.0,400.0,40.0,151.737,1
202,2,225,404,220.0,400.0,40.0,152.351,1
203,2,496,401,490.0,400.0,40.0,153.136,1
204,2,488,213,490.0,220.0,40.0,153.853,1
205,2,319,391,310.0,400.0,40.0,154.535,1
206,2,317,221,310.0,220.0,40.0,155.235,1
207,2,222,223,220.0,220.0,40.0,156.053,1
208,2,485,216,490.0,220.0,40.0,156.851,1
209,2,495,504,490.0,490.0,40.0,157.734,1
210,2,213,321,220.0,310.0,40.0,158.634,1
211,2,489,402,490.0,400.0,40.0,159.502,1
212,2,400,500,400.0,490.0,40.0,160.185,1
213,2,403,386,400.0,400.0,40.0,160.768,1
214,2,394,308,400.0,310.0,40.0,161.636,1
215,2,500,403,490.0,400.0,40.0,162.669,1
216,2,304,316,310.0,310.0,40.0,163.537,1
217,2,397,313,400.0,310.0,40.0,164.235,1
218,2,396,411,400.0,400.0,40.0,164.868,1
219,2,497,405,490.0,400.0,40.0,165.703,1
220,2,323,311,310.0,310.0,40.0,166.469,1
221,2,323,490,310.0,490.0,40.0,167.319,1
222,2,316,210,310.0,220.0,40.0,168.120,1
223,2,220,507,220.0,490.0,40.0,168.853,1
224,2,224,233,220.0,220.0,40.0,169.768,1
225,2,221,217,220.0,220.0,40.0,170.436,1
226,2,490,221,490.0,220.0,40.0,171.186,1
227,2,319,484,310.0,490.0,40.0,171.936,1
228,2,219,228,220.0,220.0,40.0,172.735,1
229,2,210,404,220.0,400.0,40.0,173.553,1
230,2,221,399,220.0,400.0,40.0,174.336,1
231,2,229,301,220.0,310.0,40.0,175.001,1
232,2,308,312,310.0,310.0,40.0,175.653,1
233,2,400,485,400.0,490.0,40.0,176.436,1
234,2,482,495,490.0,490.0,40.0,177.303,1
235,2,409,224,400.0,220.0,40.0,178.086,1
236,2,224,406,220.0,400.0,40.0,178.818,1
237,2,226,214,220.0,220.0,40.0,179.602,1
238,2,304,395,310.0,400.0,40.0,180.352,1
239,2,498,489,490.0,490.0,40.0,181.303,1
240,2,484,307,490.0,310.0,40.0,182.086,1
241,2,398,391,400.0,400.0,40.0,182.686,1
242,2,402,499,400.0,490.0,40.0,183.469,1
243,2,217,502,220.0,490.0,40.0,184.186,1
244,2,226,417,220.0,400.0,40.0,184.886,1
245,2,230,402,220.0,400.0,40.0,185.536,1
246,2,412,402,400.0,400.0,40.0,186.386,1
247,2,293,291,310.0,310.0,40.0,187.120,1
248,2,229,406,220.0,400.0,40.0,187.869,1
249,2,400,400,400.0,400.0,40.0,188.719,1
250,2,405,304,400.0,310.0,40.0,189.336,1
251,2,406,214,400.0,220.0,40.0,190.002,1
252,2,489,225,490.0,220.0,40.0,190.702,1
253,2,501,308,490.0,310.0,40.0,191.303,1
254,2,315,217,310.0,220.0,40.0,192.069,1
255,2,397,484,400.0,490.0,40.0,192.886,1
256,2,232,314,220.0,310.0,40.0,193.786,1
257,2,404,400,400.0,400.0,40.0,194.537,1
258,2,393,396,400.0,400.0,40.0,195.202,1
259,2,310,400,310.0,400.0,40.0,195.822,1
260,2,312,399,310.0,400.0,40.0,196.372,1
261,2,499,202,490.0,220.0,40.0,197.202,1
262,2,396,491,400.0,490.0,40.0,198.086,1
263,2,396,395,400.0,400.0,40.0,198.653,1
264,2,493,216,490.0,220.0,40.0,199.353,1
265,2,486,396,490.0,400.0,40.0,200.169,1
266,2,310,306,310.0,310.0,40.0,200.836,1
267,2,310,309,310.0,310.0,40.0,201.336,1
268,2,310,313,310.0,310.0,40.0,201.854,1
269,2,212,309,220.0,310.0,40.0,202.536,1
270,2,212,309,220.0,310.0,40.0,203.069,1
271,2,404,213,400.0,220.0,40.0,203.970,1
272,2,228,498,220.0,490.0,40.0,205.003,1
273,2,495,301,490.0,310.0,40.0,205.903,1
274,2,318,391,310.0,400.0,40.0,206.636,1
275,2,317,395,310.0,400.0,40.0,207.186,1
276,2,317,398,310.0,400.0,40.0,207.736,1
277,2,206,395,220.0,400.0,40.0,208.437,1
278,2,406,217,400.0,220.0,40.0,209.388,1
279,2,504,219,490.0,220.0,40.0,210.053,1
281,2,309,293,310.0,310.0,40.0,211.536,1
282,2,216,311,220.0,310.0,40.0,212.202,1
283,2,306,301,310.0,310.0,40.0,213.170,1
284,2,218,208,220.0,220.0,40.0,213.870,1
285,2,314,391,310.0,400.0,40.0,214.720,1
286,2,310,226,310.0,220.0,40.0,215.569,1
287,2,497,496,490.0,490.0,40.0,216.520,1
288,2,309,403,310.0,400.0,40.0,217.237,1
289,2,403,394,400.0,400.0,40.0,217.886,1
290,2,402,316,400.0,310.0,40.0,218.553,1
291,2,311,403,310.0,400.0,40.0,219.254,1
292,2,484,216,490.0,220.0,40.0,219.970,1
293,2,314,401,310.0,400.0,40.0,220.720,1
294,2,310,229,310.0,220.0,40.0,221.421,1
295,2,504,499,490.0,490.0,40.0,222.286,1
296,2,215,400,220.0,400.0,40.0,223.253,1
297,2,401,399,400.0,400.0,40.0,224.052,1
298,2,491,489,490.0,490.0,40.0,224.953,1
299,2,485,491,490.0,490.0,40.0,225.703,1
300,2,315,485,310.0,490.0,40.0,226.454,1
301,2,487,402,490.0,400.0,40.0,227.269,1
302,2,211,487,220.0,490.0,40.0,228.070,1
303,2,399,490,400.0,490.0,40.0,228.753,1
304,2,209,490,220.0,490.0,40.0,229.436,1
305,2,215,484,220.0,490.0,40.0,230.170,1
306,2,228,300,220.0,310.0,40.0,230.954,1
307,2,395,301,400.0,310.0,40.0,231.688,1
308,2,499,506,490.0,490.0,40.0,232.402,1
309,2,401,496,400.0,490.0,40.0,233.036,1
312,2,222,496,220.0,490.0,40.0,235.386,1
313,2,398,316,400.0,310.0,40.0,236.238,1
314,2,313,216,310.0,220.0,40.0,237.037,1
315,2,230,409,220.0,400.0,40.0,237.803,1
316,2,216,398,220.0,400.0,40.0,238.704,1
317,2,314,303,310.0,310.0,40.0,239.437,1
318,2,505,217,490.0,220.0,40.0,240.205,1
319,2,494,221,490.0,220.0,40.0,240.754,1
